,Train Accuracy,Train F1,Train Precision,Train Recall,Val Accuracy,Val F1,Val Precision,Val Recall,Train Accuracy Stdev,Train Accuracy Median,Train Accuracy Mean,Train F1 Stdev,Train F1 Median,Train F1 Mean,Train Precision Stdev,Train Precision Median,Train Precision Mean,Train Recall Stdev,Train Recall Median,Train Recall Mean,Val Accuracy Stdev,Val Accuracy Median,Val Accuracy Mean,Val F1 Stdev,Val F1 Median,Val F1 Mean,Val Precision Stdev,Val Precision Median,Val Precision Mean,Val Recall Stdev,Val Recall Median,Val Recall Mean
Random Forest 9,"[0.9994515539305302, 0.9998171846435101, 0.9992687385740402, 0.9998171846435101, 1.0, 0.9996343692870201, 0.9996343692870201, 0.9996343692870201, 0.9998172180588558, 0.9998172180588558]","[0.9994516166339013, 0.9998172055446337, 0.9992690317748625, 0.9998172370337838, 1.0, 0.9996344520533341, 0.999634442824257, 0.999634442824257, 0.9998171655853335, 0.9998172704421365]","[0.9994519737255394, 0.9998175213200413, 0.9992700828046026, 0.999817437500158, 1.0, 0.9996357135175825, 0.9996347065847259, 0.9996347065847259, 0.9998172614956289, 0.9998174708692861]","[0.9994515539305302, 0.9998171846435101, 0.9992687385740402, 0.9998171846435101, 1.0, 0.9996343692870201, 0.9996343692870201, 0.9996343692870201, 0.9998172180588558, 0.9998172180588558]","[0.9506578947368421, 0.9588815789473685, 0.9473684210526315, 0.9457236842105263, 0.9473684210526315, 0.9671052631578947, 0.9506578947368421, 0.9638157894736842, 0.9522240527182867, 0.9456342668863262]","[0.9505028078882068, 0.9592310576510673, 0.9468899659394552, 0.9457236842105263, 0.9468741236483307, 0.9667900887992393, 0.9505083732057416, 0.9638978862809819, 0.9519256942916982, 0.9450145081279575]","[0.9506633050554015, 0.9602103923279635, 0.9487232631014332, 0.9462162257247396, 0.9477834795118928, 0.9665389927871143, 0.9522463729746903, 0.964400258679792, 0.9520137767501808, 0.9447300538847494]","[0.9506578947368421, 0.9588815789473685, 0.9473684210526315, 0.9457236842105263, 0.9473684210526315, 0.9671052631578947, 0.9506578947368421, 0.9638157894736842, 0.9522240527182867, 0.9456342668863262]",0.0002011011454003,0.9997257769652652,0.9996892205770364,0.0002010308243527,0.9997258088193338,0.99968928647165,0.0002007720203126,0.9997264875066056,0.999689687440229,0.0002011011454003,0.9997257769652652,0.9996892205770364,0.0072986452285544,0.950657894736842,0.9529437266973032,0.0074312090028055,0.950505590546974,0.9527358190043206,0.0072865048433099,0.9513385409027912,0.9533526120797956,0.0072986452285544,0.950657894736842,0.9529437266973032
Random Forest 10,"[0.9802559414990859, 0.9795246800731261, 0.9789762340036563, 0.9782449725776965, 0.9791590493601463, 0.980073126142596, 0.9797074954296161, 0.9789762340036563, 0.980442332297569, 0.980442332297569]","[0.9803668008525801, 0.9796535453471391, 0.979129880863027, 0.9783822928203139, 0.9792629862242712, 0.9801686996936911, 0.979844603630536, 0.9791130666856586, 0.9805680121893724, 0.9805850326179952]","[0.9806206294528005, 0.9798738564409788, 0.9794010470866272, 0.9786803298710475, 0.9795589615831349, 0.9805214842855671, 0.9801159197591983, 0.9795471003209265, 0.9808351911833414, 0.980881434249919]","[0.9802559414990859, 0.9795246800731261, 0.9789762340036563, 0.9782449725776965, 0.9791590493601463, 0.980073126142596, 0.9797074954296161, 0.9789762340036563, 0.980442332297569, 0.980442332297569]","[0.9490131578947368, 0.96875, 0.9424342105263158, 0.9671052631578947, 0.9506578947368421, 0.9654605263157895, 0.9523026315789473, 0.9654605263157895, 0.9621087314662273, 0.9505766062602965]","[0.9500238648854665, 0.9692091520561724, 0.9436835789008926, 0.9672834376899528, 0.9514574794890978, 0.9656740414260786, 0.9529191069871418, 0.9659330876643335, 0.9621053062435901, 0.9513637625538371]","[0.9517792077614617, 0.970281006692056, 0.9460423909737112, 0.9675155934624046, 0.9539044618378982, 0.9666498593397058, 0.9549859033882612, 0.9665738169126723, 0.9621224060581177, 0.9532676732017753]","[0.9490131578947368, 0.96875, 0.9424342105263158, 0.9671052631578947, 0.9506578947368421, 0.9654605263157895, 0.9523026315789473, 0.9654605263157895, 0.9621087314662273, 0.9505766062602965]",0.0006996558801103,0.9796160877513712,0.9795802397684716,0.0006942908182688,0.9797490744888376,0.9797074920924584,0.0006826949971213,0.9799948881000886,0.980003595423354,0.0006996558801103,0.9796160877513712,0.9795802397684716,0.0088737876782689,0.9572056815225872,0.957386954825284,0.0085541330537405,0.957512206615366,0.9579652817896565,0.0078702639706344,0.9585541547231896,0.9593122319628063,0.0088737876782689,0.9572056815225872,0.957386954825284
Random Forest 11,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8717105263157895, 0.8733552631578947, 0.875, 0.8618421052631579, 0.8601973684210527, 0.8618421052631579, 0.8651315789473685, 0.8717105263157895, 0.8682042833607908, 0.8649093904448105]","[0.8448227273947235, 0.843901030823563, 0.8491719548057576, 0.823925487901024, 0.820798687471474, 0.8300635856079404, 0.8328553293870778, 0.8421924801820136, 0.8345635588792183, 0.8323333089853269]","[0.8577703125441488, 0.8701944236934009, 0.8663013597632263, 0.8466231483037202, 0.8271507293580693, 0.8355976898768661, 0.8438413390709053, 0.8509576291752062, 0.8586164029767753, 0.8441470232417948]","[0.8717105263157895, 0.8733552631578947, 0.875, 0.8618421052631579, 0.8601973684210527, 0.8618421052631579, 0.8651315789473685, 0.8717105263157895, 0.8682042833607908, 0.8649093904448105]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0050600348487306,0.8666679311540797,0.8673903147489812,0.0088698367260942,0.8337094441331481,0.835462815143812,0.012735963057217,0.8487903887394632,0.8501200058004112,0.0050600348487306,0.8666679311540797,0.8673903147489812
Random Forest 12,"[0.9945155393053017, 0.9923217550274223, 0.9912248628884827, 0.9915904936014626, 0.993418647166362, 0.9925045703839123, 0.9915904936014626, 0.9925045703839123, 0.9936026320599525, 0.9925059404130872]","[0.9945387621689743, 0.9923618314005991, 0.9912670801891432, 0.9916308762507383, 0.9934519838235386, 0.9925377237506438, 0.9916291589102315, 0.9925321749924468, 0.9936219720276133, 0.9925499811144382]","[0.9945988570026696, 0.992447014693462, 0.9913450218280391, 0.9917070269856321, 0.9935308072317679, 0.9925957593793152, 0.9917034579162125, 0.9925729638524946, 0.9936662395312562, 0.9926694041208272]","[0.9945155393053017, 0.9923217550274223, 0.9912248628884827, 0.9915904936014626, 0.993418647166362, 0.9925045703839123, 0.9915904936014626, 0.9925045703839123, 0.9936026320599525, 0.9925059404130872]","[0.9523026315789473, 0.9703947368421053, 0.9457236842105263, 0.9671052631578947, 0.9523026315789473, 0.9703947368421053, 0.9523026315789473, 0.9588815789473685, 0.9538714991762768, 0.9604612850082372]","[0.953002802511866, 0.9704306209873201, 0.946277796258348, 0.9674418586577089, 0.9529824455379543, 0.9706442438011502, 0.9528319907061433, 0.959315373597003, 0.9535810455250534, 0.9608157449418259]","[0.9541776585277896, 0.971718681108214, 0.9489028455322616, 0.9678895686763641, 0.9553650914328154, 0.9719272445820435, 0.9554583499696657, 0.9603635272313995, 0.9538804760226482, 0.9613321681172091]","[0.9523026315789473, 0.9703947368421053, 0.9457236842105263, 0.9671052631578947, 0.9523026315789473, 0.9703947368421053, 0.9523026315789473, 0.9588815789473685, 0.9538714991762768, 0.9604612850082372]",0.0009681721311631,0.9925045703839124,0.9925779504831358,0.0009619635085412,0.9925349493715452,0.9926121544628368,0.000955711527553,0.9925843616159048,0.9926836552541676,0.0009681721311631,0.9925045703839124,0.9925779504831358,0.0081285492345653,0.9563765390618226,0.9583740678921358,0.0080102056920976,0.9564482095610284,0.9587323922524372,0.0076173463561653,0.9579109386005328,0.9601015611200412,0.0081285492345653,0.9563765390618226,0.9583740678921358
Random Forest 13,"[0.9822669104204753, 0.9795246800731261, 0.9820840950639854, 0.9813528336380256, 0.9826325411334552, 0.9797074954296161, 0.9806215722120658, 0.9793418647166362, 0.9797112045329921, 0.9815390239444343]","[0.9824283763173776, 0.979789318600804, 0.9822871621241113, 0.9816007939303611, 0.9828537706837479, 0.979972855009778, 0.980848926981587, 0.9795887969293328, 0.9799909009422173, 0.9817553103595671]","[0.9827076687356744, 0.980264120651847, 0.9826594283012109, 0.9820880084853943, 0.9833002445528094, 0.9804721423427357, 0.9812565123054594, 0.9800452691881973, 0.9805190674122621, 0.9821569188486386]","[0.9822669104204753, 0.9795246800731261, 0.9820840950639854, 0.9813528336380256, 0.9826325411334552, 0.9797074954296161, 0.9806215722120658, 0.9793418647166362, 0.9797112045329921, 0.9815390239444343]","[0.9523026315789473, 0.9654605263157895, 0.944078947368421, 0.9654605263157895, 0.9490131578947368, 0.9654605263157895, 0.9506578947368421, 0.9605263157894737, 0.9637561779242174, 0.9505766062602965]","[0.9532341151643798, 0.9660726616466285, 0.9452254291501508, 0.9659529785192295, 0.9501398217419017, 0.965871753619766, 0.9511943762660552, 0.96100411861228, 0.9640024403594435, 0.9514058905621918]","[0.9546347156225518, 0.9671791009510308, 0.9477038463215587, 0.9668011893889087, 0.9537196356275303, 0.9673837769480911, 0.9544657762589158, 0.962076349218377, 0.9645797190746915, 0.9525811670516359]","[0.9523026315789473, 0.9654605263157895, 0.944078947368421, 0.9654605263157895, 0.9490131578947368, 0.9654605263157895, 0.9506578947368421, 0.9605263157894737, 0.9637561779242174, 0.9505766062602965]",0.0011879817106687,0.9809872029250456,0.9808782221164812,0.001161625564851,0.981224860455974,0.9811116211878884,0.0011189516784984,0.9816722603954268,0.9815469380824228,0.0011879817106687,0.9809872029250456,0.9808782221164812,0.0077870440304153,0.9564144736842104,0.9567293310500304,0.0075461513483027,0.95711911688833,0.9574103585642028,0.0068906906315719,0.9583555324204645,0.9591125276463291,0.0077870440304153,0.9564144736842104,0.9567293310500304
Random Forest 14,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9998171846435101, 0.9998171846435101, 0.9998172180588558, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9998171321603948, 0.9998172370363673, 0.9998172389561591, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999817228088224, 0.999817437500158, 0.9998175546738486, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9998171846435101, 0.9998171846435101, 0.9998172180588558, 1.0]","[0.9572368421052632, 0.9703947368421053, 0.9490131578947368, 0.9671052631578947, 0.962171052631579, 0.9671052631578947, 0.9555921052631579, 0.9654605263157895, 0.9604612850082372, 0.9604612850082372]","[0.9569837237151068, 0.9700960964863059, 0.9488774670268532, 0.9670018719254713, 0.9621926933810352, 0.9668844496147129, 0.9550822150012184, 0.9654660576600737, 0.9597225971476735, 0.9597313103367493]","[0.9567727625118443, 0.9708546834526677, 0.9504651032533532, 0.967235110803324, 0.9640143226225435, 0.9676895706092054, 0.9567551849140769, 0.9656547708048532, 0.9593844813951323, 0.9592982844390836]","[0.9572368421052632, 0.9703947368421053, 0.9490131578947368, 0.9671052631578947, 0.962171052631579, 0.9671052631578947, 0.9555921052631579, 0.9654605263157895, 0.9604612850082372, 0.9604612850082372]",8.37714170974569e-05,1.0,0.9999451587345876,8.376824278283542e-05,1.0,0.9999451608152924,8.367476979725761e-05,1.0,0.9999452220262232,8.37714170974569e-05,1.0,0.9999451587345876,0.0060765713409622,0.961316168819908,0.9615001517384896,0.0061293443724898,0.9609620018588922,0.96120384822952,0.005977224884459,0.961699402008838,0.9618124274806084,0.0060765713409622,0.961316168819908,0.9615001517384896
Random Forest 15,"[1.0, 0.9998171846435101, 1.0, 0.9998171846435101, 1.0, 1.0, 0.9998171846435101, 0.9998171846435101, 0.9998172180588558, 0.9996344361177115]","[1.0, 0.9998171634991306, 1.0, 0.9998171634991306, 1.0, 1.0, 0.9998172370363673, 0.9998171633429745, 0.9998171969183411, 0.9996345936782153]","[1.0, 0.999817437500158, 1.0, 0.999817437500158, 1.0, 1.0, 0.999817437500158, 0.999817437500158, 0.9998174708692861, 0.9996354459626903]","[1.0, 0.9998171846435101, 1.0, 0.9998171846435101, 1.0, 1.0, 0.9998171846435101, 0.9998171846435101, 0.9998172180588558, 0.9996344361177115]","[0.9605263157894737, 0.9539473684210527, 0.9490131578947368, 0.9605263157894737, 0.9457236842105263, 0.9671052631578947, 0.9490131578947368, 0.9490131578947368, 0.943986820428336, 0.9489291598023064]","[0.96041000288185, 0.9543778793027837, 0.9489873510870543, 0.9607705993355227, 0.9455039998378484, 0.966990420570142, 0.9491321419705482, 0.949203038349942, 0.9434919848279546, 0.9484851445294934]","[0.9603425653497769, 0.9554078957265508, 0.9491341991341992, 0.9612046247036862, 0.9456655117255014, 0.966889276782787, 0.9504828202299829, 0.9501061640700422, 0.9443241113189886, 0.9481113622214367]","[0.9605263157894737, 0.9539473684210527, 0.9490131578947368, 0.9605263157894737, 0.9457236842105263, 0.9671052631578947, 0.9490131578947368, 0.9490131578947368, 0.943986820428336, 0.9489291598023064]",0.0001170438110481,0.999817201351183,0.9998720392750609,0.0001170133485324,0.9998172169773544,0.9998720517974158,0.0001167796185215,0.999817454184722,0.9998722666832608,0.0001170438110481,0.999817201351183,0.9998720392750609,0.0071490878713884,0.9490131578947368,0.9527784401283274,0.0072434437188696,0.9491675901602452,0.952735256269314,0.0070871725170728,0.9502944921500124,0.9531668531262952,0.0071490878713884,0.9490131578947368,0.9527784401283274
Random Forest 16,"[0.9850091407678245, 0.9829981718464351, 0.9815356489945155, 0.9837294332723949, 0.9815356489945155, 0.983363802559415, 0.9850091407678245, 0.9829981718464351, 0.9850118808261744, 0.9857430085907513]","[0.9850336797303204, 0.9830681285999002, 0.9816185604341482, 0.9837596045560603, 0.9816071040355934, 0.9834032181535367, 0.9850277465820361, 0.9830566967568751, 0.9850301449555225, 0.9857917819793541]","[0.9851443770729206, 0.9831665360973791, 0.9817366472744758, 0.983872559845534, 0.9817475815606665, 0.9835536748792907, 0.9851601249563329, 0.9832004193050163, 0.985128464639863, 0.9859112599774491]","[0.9850091407678245, 0.9829981718464351, 0.9815356489945155, 0.9837294332723949, 0.9815356489945155, 0.983363802559415, 0.9850091407678245, 0.9829981718464351, 0.9850118808261744, 0.9857430085907513]","[0.9539473684210527, 0.9720394736842105, 0.9407894736842105, 0.9605263157894737, 0.9572368421052632, 0.9638157894736842, 0.9539473684210527, 0.9605263157894737, 0.9588138385502472, 0.9538714991762768]","[0.9543579860076954, 0.9718741669185413, 0.9417809251822289, 0.9606356983854872, 0.9576955139211021, 0.9634664362813166, 0.9540039007292667, 0.9607603121823957, 0.9583307668775668, 0.9538659568837353]","[0.9552683430617166, 0.9726071157103181, 0.9436696136593634, 0.9607584161196335, 0.9597255282091272, 0.9654205109791129, 0.9558571694141965, 0.9616711304172544, 0.9579683538140071, 0.9541852985016082]","[0.9539473684210527, 0.9720394736842105, 0.9407894736842105, 0.9605263157894737, 0.9572368421052632, 0.9638157894736842, 0.9539473684210527, 0.9605263157894737, 0.9588138385502472, 0.9538714991762768]",0.0014067704377112,0.9835466179159048,0.9836934048466284,0.001388814334861,0.9835814113547984,0.9837396665783348,0.0013833814628839,0.9837131173624124,0.9838621645608928,0.0014067704377112,0.9835466179159048,0.9836934048466284,0.0076747751195243,0.9580253403277552,0.9575514285094944,0.0073856776338906,0.9580131403993344,0.9576771663369336,0.0072067753668448,0.9588469410115672,0.9587131479886338,0.0076747751195243,0.9580253403277552,0.9575514285094944
Random Forest 17,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8618421052631579, 0.8700657894736842, 0.8782894736842105, 0.875, 0.8667763157894737, 0.8667763157894737, 0.8717105263157895, 0.868421052631579, 0.871499176276771, 0.8797364085667215]","[0.8333304887621577, 0.8495247346492975, 0.8546152081433845, 0.8545604773447029, 0.8379620510615142, 0.8414582037365994, 0.8481055810479505, 0.8434486013292833, 0.8436116009312261, 0.8556676289066413]","[0.8428398500978345, 0.8503642312435445, 0.8708646504659489, 0.8620053491061203, 0.8472291720681014, 0.8415021073229345, 0.8551127442464496, 0.8427460483541939, 0.8617604148487062, 0.8695881452932596]","[0.8618421052631579, 0.8700657894736842, 0.8782894736842105, 0.875, 0.8667763157894737, 0.8667763157894737, 0.8717105263157895, 0.868421052631579, 0.871499176276771, 0.8797364085667215]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0052276542021346,0.8707824828752275,0.871011716379086,0.0071782244762704,0.8458585909895884,0.8462284575912756,0.0105726297357925,0.852738487744997,0.8544012713047093,0.0052276542021346,0.8707824828752275,0.871011716379086
Random Forest 18,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9555921052631579, 0.9654605263157895, 0.944078947368421, 0.9720394736842105, 0.9588815789473685, 0.96875, 0.9572368421052632, 0.9605263157894737, 0.957166392092257, 0.9604612850082372]","[0.9551289839102279, 0.9653912823070571, 0.9440337883995494, 0.9719929703277925, 0.9585263665781492, 0.9686794753676041, 0.9568016505710003, 0.9604015812501598, 0.9566720893482532, 0.9597313103367493]","[0.9548130658211207, 0.9655103668261562, 0.9453361538641627, 0.972139154704944, 0.9589080994349062, 0.9690275447179014, 0.9589883545354713, 0.9602901484480433, 0.9562889638177181, 0.9592982844390836]","[0.9555921052631579, 0.9654605263157895, 0.944078947368421, 0.9720394736842105, 0.9588815789473685, 0.96875, 0.9572368421052632, 0.9605263157894737, 0.957166392092257, 0.9604612850082372]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0073596162764195,0.9596714319778028,0.960019346657418,0.0074154536346304,0.9591288384574492,0.9597359498396544,0.0071950016692569,0.9591433194872774,0.9600600136609508,0.0073596162764195,0.9596714319778028,0.960019346657418
Random Forest 19,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8667763157894737, 0.8585526315789473, 0.8733552631578947, 0.850328947368421, 0.8601973684210527, 0.8470394736842105, 0.8552631578947368, 0.881578947368421, 0.8616144975288303, 0.8747940691927513]","[0.8427749719990687, 0.8311094707129417, 0.8544306172488937, 0.8230764695543096, 0.8384098892904344, 0.8219646997873782, 0.8349201346159298, 0.8657603955563218, 0.8378675430179809, 0.8584207154303992]","[0.847942951884206, 0.8354264384839377, 0.8610272636369384, 0.8324513183053236, 0.8427345583709305, 0.819046677188025, 0.8291648935888156, 0.866538728184113, 0.8400090224834807, 0.85815719405052]","[0.8667763157894737, 0.8585526315789473, 0.8733552631578947, 0.850328947368421, 0.8601973684210527, 0.8470394736842105, 0.8552631578947368, 0.881578947368421, 0.8616144975288303, 0.8747940691927513]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0105377920086462,0.8609059329749416,0.8629500671984738,0.0139098323650618,0.8381387161542077,0.8408734907213657,0.0144063337072144,0.8413717904272056,0.8432499046176292,0.0105377920086462,0.8609059329749416,0.8629500671984738
Random Forest 20,"[0.9985374771480804, 0.9990859232175503, 0.9992687385740402, 0.9985374771480804, 0.9987202925045704, 0.9981718464351006, 0.9994515539305302, 0.9981718464351006, 0.997441052823981, 0.9978066167062695]","[0.9985378868910192, 0.9990861840646967, 0.9992690671637333, 0.9985384399680296, 0.9987211554438415, 0.9981709895320157, 0.9994519944409942, 0.9981746908736194, 0.9974428110694978, 0.9978100456084783]","[0.9985389884585356, 0.9990882720329861, 0.999274095800604, 0.9985421664431138, 0.9987234042731944, 0.9981748292243037, 0.9994538233625417, 0.9981830478591643, 0.997447321575176, 0.9978424758336875]","[0.9985374771480804, 0.9990859232175503, 0.9992687385740402, 0.9985374771480804, 0.9987202925045704, 0.9981718464351006, 0.9994515539305302, 0.9981718464351006, 0.997441052823981, 0.9978066167062695]","[0.9572368421052632, 0.9539473684210527, 0.9523026315789473, 0.9572368421052632, 0.944078947368421, 0.962171052631579, 0.9490131578947368, 0.9523026315789473, 0.943986820428336, 0.942339373970346]","[0.9572368421052632, 0.9542401087469039, 0.9521230791113494, 0.9576170643847481, 0.9438338267769384, 0.9618426331169466, 0.949203038349942, 0.9526281298453134, 0.9436941422114403, 0.9421394116338158]","[0.9572368421052632, 0.9549871445856019, 0.9523372183958031, 0.9581568053540084, 0.9441521873594242, 0.9619090711429183, 0.9501061640700422, 0.9538259858557564, 0.9452041872411195, 0.9421939315698867]","[0.9572368421052632, 0.9539473684210527, 0.9523026315789473, 0.9572368421052632, 0.944078947368421, 0.962171052631579, 0.9490131578947368, 0.9523026315789473, 0.943986820428336, 0.942339373970346]",0.0006086755004472,0.9985374771480804,0.9985192824923302,0.0006080148023136,0.9985381634295244,0.9985203265055926,0.0006039647569138,0.9985405774508248,0.9985268424863308,0.0006086755004472,0.9985374771480804,0.9985192824923302,0.0062336080826833,0.9523026315789472,0.9514615668082892,0.0063170226957904,0.9523756044783314,0.9514558276282662,0.0061919872312197,0.9530816021257796,0.9520109537679824,0.0062336080826833,0.9523026315789472,0.9514615668082892
Random Forest 21,"[0.9939670932358318, 0.9914076782449726, 0.9921389396709324, 0.9906764168190128, 0.9917733089579525, 0.9914076782449726, 0.9919561243144425, 0.9915904936014626, 0.9925059404130872, 0.9936026320599525]","[0.9940163357971703, 0.9915144798469492, 0.9922242858159658, 0.9908021719597467, 0.9918713573758686, 0.9915200872554077, 0.9920496936695236, 0.991697190690983, 0.9925910457110535, 0.9936615760086164]","[0.9941872803498623, 0.991901401867963, 0.9925244123575098, 0.9912576842651943, 0.9922263768576238, 0.9919335104357101, 0.9923886141433272, 0.9920941879951248, 0.9929086356202476, 0.9938745995861558]","[0.9939670932358318, 0.9914076782449726, 0.9921389396709324, 0.9906764168190128, 0.9917733089579525, 0.9914076782449726, 0.9919561243144425, 0.9915904936014626, 0.9925059404130872, 0.9936026320599525]","[0.9523026315789473, 0.9671052631578947, 0.9457236842105263, 0.9638157894736842, 0.9523026315789473, 0.9671052631578947, 0.9539473684210527, 0.9605263157894737, 0.9621087314662273, 0.9505766062602965]","[0.9532581600316294, 0.9675994628691393, 0.9468568786233483, 0.9643680961663419, 0.9533923891076532, 0.9674706695398547, 0.9544989797480854, 0.9610457371869364, 0.9624238845418839, 0.9514058905621918]","[0.9554066014046462, 0.9693102949681898, 0.9491177217056043, 0.9652009801214511, 0.9561266447368422, 0.9692387218045112, 0.9570784564598923, 0.9618791296422875, 0.9628097853283536, 0.9525811670516359]","[0.9523026315789473, 0.9671052631578947, 0.9457236842105263, 0.9638157894736842, 0.9523026315789473, 0.9671052631578947, 0.9539473684210527, 0.9605263157894737, 0.9621087314662273, 0.9505766062602965]",0.0009634524843359,0.9918647166361976,0.9921026305562618,0.0009411735361348,0.991960525522696,0.9921948224131284,0.000858472660641,0.9923074955004756,0.992529670347872,0.0009634524843359,0.9918647166361976,0.9921026305562618,0.0071277301015306,0.9572368421052632,0.9575514285094944,0.0068871516522677,0.9577723584675109,0.9582320148377064,0.00654565570653,0.95947879305109,0.9598749503223412,0.0071277301015306,0.9572368421052632,0.9575514285094944
Random Forest 22,"[0.9846435100548446, 0.9820840950639854, 0.9859232175502742, 0.9844606946983546, 0.9855575868372943, 0.9809872029250457, 0.9861060329067641, 0.9840950639853747, 0.9835496252970206, 0.9851946627673186]","[0.9848192497737174, 0.9823297896358612, 0.9861297032761958, 0.9847175889613051, 0.9856859607745633, 0.9813017929460816, 0.9863119679499119, 0.9843079201808963, 0.9838396922545818, 0.9853858616500808]","[0.9851546074292303, 0.9828207961693547, 0.9866797435447118, 0.9854009634550945, 0.9859823707662635, 0.9820012231317106, 0.9868617419679535, 0.9847685963546475, 0.9846265439948225, 0.985814561898737]","[0.9846435100548446, 0.9820840950639854, 0.9859232175502742, 0.9844606946983546, 0.9855575868372943, 0.9809872029250457, 0.9861060329067641, 0.9840950639853747, 0.9835496252970206, 0.9851946627673186]","[0.9424342105263158, 0.9588815789473685, 0.9490131578947368, 0.9523026315789473, 0.9424342105263158, 0.9671052631578947, 0.9457236842105263, 0.9555921052631579, 0.9472817133443163, 0.943986820428336]","[0.9435643160168826, 0.9598146783063441, 0.9499012457679027, 0.9529313572150928, 0.9434799847668264, 0.9675814013128061, 0.9471027109437745, 0.9560837211062739, 0.9477556180298998, 0.9444788826874413]","[0.9464151261109414, 0.9613585922637921, 0.9510205895351741, 0.9549641552099777, 0.9456263594814797, 0.9682497589199613, 0.9494523345400538, 0.9571792840365138, 0.9490363212882101, 0.9450292299713643]","[0.9424342105263158, 0.9588815789473685, 0.9490131578947368, 0.9523026315789473, 0.9424342105263158, 0.9671052631578947, 0.9457236842105263, 0.9555921052631579, 0.9472817133443163, 0.943986820428336]",0.0015778597317595,0.9845521023765996,0.9842601692086276,0.0015390911631618,0.9847684193675112,0.9844829527403194,0.0014843932687317,0.9852777854421624,0.9850111148712524,0.0015778597317595,0.9845521023765996,0.9842601692086276,0.0076359370838393,0.9481474356195264,0.9504755375877916,0.0075018477678609,0.9488284318989012,0.9512693916153244,0.0071898976735242,0.950236462037614,0.9528331751357468,0.0076359370838393,0.9481474356195264,0.9504755375877916
