PUF_ID,fpl,SWB_1,SWB_2,SWB_3,FWBscore,FSscore,SUBKNOWL1,ACT1_1,ACT1_2,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,SAVEHABIT,FRUGALITY,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,KHscore,ENDSMEET,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,PAIDHELP,HSLOC,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,ON2correct,ON1correct,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,LIFEEXPECT,HHEDUC,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,MILITARY,agecat,PPEDUC,PPGENDER,PPHHSIZE,PPINCIMP,PPMSACAT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt,sample_2,sample_3,FINGOALS_1.0,AUTOMATED_1_1.0,AUTOMATED_1_7.0,AUTOMATED_2_1.0,AUTOMATED_2_7.0,HOUSING_2.0,HOUSING_3.0,LIVINGARRANGEMENT_2.0,LIVINGARRANGEMENT_3.0,LIVINGARRANGEMENT_4.0,LIVINGARRANGEMENT_5.0,SNAP_1.0,SNAP_8.0,FRAUD2_1.0,FRAUD2_8.0,COVERCOSTS_2.0,COVERCOSTS_3.0,COVERCOSTS_4.0,MANAGE2_2.0,MANAGE2_3.0,RETIRE_2.0,RETIRE_3.0,RETIRE_4.0,generation_2,generation_3,generation_4,PPETHM_2,PPETHM_3,PPETHM_4,PPMARIT_2,PPMARIT_3,PPMARIT_4,PPMARIT_5,PPREG9_2,PPREG9_3,PPREG9_4,PPREG9_5,PPREG9_6,PPREG9_7,PPREG9_8,PPREG9_9
10350,3,5.0,5.0,6.0,55.0,44.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,3,1.267,2.0,4.0,0,2.0,2.0,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,3.0,5.0,4.0,80.0,2.0,3.0,1,0.0,4.0,2.0,3.0,3.0,3.0,2.0,0,0,0,0,1,0,1,1,0,0,3.0,4.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0.0,8,4,0,1,7,1,0,0,0,0,1,0.0,0.367291877597199,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7740,3,6.0,6.0,6.0,51.0,43.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,3,-0.57,2.0,4.0,0,2.0,2.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,3.0,4.0,3.0,95.0,3.0,3.0,0,0.0,3.0,2.0,4.0,3.0,2.0,5.0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,0.0,90.0,2.0,0,1,0,0,0,0,0,0,0.0,3,2,0,2,6,1,0,0,0,0,2,0.0,1.32756071178087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13699,3,4.0,3.0,4.0,49.0,42.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,3.0,3,-0.188,1.0,3.0,0,3.0,2.0,4.0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,4.0,4.0,3.0,50.0,3.0,4.0,1,0.0,2.0,3.0,3.0,3.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,6.0,3.0,0.0,78.0,3.0,0,1,0,0,0,0,0,0,0.0,3,3,0,3,6,1,0,0,0,1,2,1.0,0.835155811914691,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7375,3,4.0,4.0,4.0,49.0,42.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1,-1.9,2.0,2.0,0,0.0,0.0,4.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,3.0,3.0,3.0,0.0,3.0,3.0,1,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,4.0,3.0,0.0,75.0,2.0,0,1,0,1,0,0,0,0,0.0,2,2,0,5,7,1,0,0,1,0,4,1.0,4.26066814335885,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10910,3,5.0,7.0,5.0,67.0,57.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,6.0,1.0,4.0,3,0.242,1.0,4.0,0,1.0,2.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,3.0,3.0,2.0,80.0,5.0,1.0,0,0.0,4.0,1.0,3.0,3.0,3.0,5.0,0,1,0,0,0,1,0,0,0,0,7.0,4.0,0.0,10.0,4.0,0,1,0,0,0,0,0,0,1.0,2,4,0,2,7,1,0,0,0,0,2,0.0,0.760060876128717,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11079,3,5.0,4.0,7.0,51.0,54.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3,1.267,2.0,4.0,0,2.0,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,3.0,2.0,2.0,70.0,3.0,3.0,1,0.0,4.0,1.0,3.0,3.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,5.0,2.0,0.0,70.0,4.0,0,0,0,1,0,0,0,0,0.0,3,4,1,5,7,1,0,0,1,1,3,0.0,1.37052173967805,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7741,3,2.0,2.0,2.0,47.0,35.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,3,-0.909,2.0,1.0,0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,1.0,3.0,50.0,2.0,2.0,0,0.0,5.0,3.0,1.0,1.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,2.0,0,0,0,0,0,0,1,0,0.0,2,1,1,3,4,1,0,0,0,0,3,0.0,1.19336506580727,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8303,3,7.0,7.0,7.0,43.0,58.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,2,-0.188,1.0,5.0,0,2.0,2.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,3.0,3.0,3.0,1.0,4.0,3.0,0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,0.0,50.0,2.0,0,0,0,1,0,0,0,0,0.0,3,1,1,4,7,1,0,0,0,1,3,0.0,2.49783836057458,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9688,3,4.0,5.0,4.0,58.0,42.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3,-0.57,1.0,5.0,0,1.0,2.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,2.0,4.0,3.0,100.0,3.0,4.0,1,0.0,4.0,2.0,3.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,6.0,2.0,0.0,100.0,2.0,0,1,1,0,0,0,0,0,0.0,4,2,0,3,8,1,0,0,0,0,3,0.0,1.26660232912984,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13180,3,7.0,7.0,7.0,78.0,66.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,4.0,3.0,6.0,6.0,3.0,4.0,2,-0.188,1.0,3.0,0,0.0,0.0,6.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3.0,2.0,3.0,50.0,5.0,5.0,1,0.0,2.0,2.0,3.0,4.0,5.0,4.0,1,0,1,0,0,0,0,0,0,0,6.0,4.0,0.0,100.0,3.0,0,0,0,0,1,0,0,0,0.0,1,3,0,5,6,1,0,0,0,1,3,0.0,0.9379121198635552,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10127,3,5.0,7.0,7.0,62.0,57.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,6.0,3.0,4.0,3,0.242,1.0,5.0,0,4.0,1.0,7.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3.0,3.0,3.0,90.0,5.0,4.0,1,0.0,3.0,2.0,4.0,3.0,4.0,5.0,1,1,0,0,0,0,0,1,0,0,6.0,4.0,1.0,95.0,5.0,0,0,0,0,0,0,0,1,0.0,6,4,1,2,8,0,0,0,0,0,2,0.0,0.745163109450516,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7852,2,5.0,6.0,7.0,50.0,49.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,6.0,3.0,4.0,2.0,4.0,5.0,3.0,2,-0.909,1.0,4.0,0,0.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,3.0,4.0,2.0,80.0,4.0,1.0,0,0.0,4.0,2.0,3.0,3.0,4.0,5.0,0,0,1,0,1,0,1,1,0,0,5.0,3.0,0.0,70.0,3.0,0,0,0,0,1,0,0,0,0.0,1,3,1,4,3,1,0,0,0,1,3,1.0,1.29257634075048,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7376,3,1.0,1.0,1.0,40.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,3.0,3,-0.57,2.0,1.0,0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,100.0,4.0,5.0,0,0.0,4.0,1.0,3.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,1.0,3.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0,0.0,2,4,0,3,9,1,0,0,0,0,3,0.0,1.14093362145229,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8304,3,5.0,7.0,7.0,61.0,71.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,2.0,6.0,6.0,1.0,4.0,3,0.712,1.0,7.0,0,4.0,3.0,7.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,4.0,4.0,2.0,75.0,3.0,5.0,1,0.0,4.0,1.0,3.0,4.0,5.0,5.0,0,0,0,0,0,0,1,0,0,0,7.0,4.0,0.0,80.0,5.0,1,1,0,0,0,0,0,0,0.0,2,5,0,3,9,1,1,0,0,0,2,0.0,0.810600275696189,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11726,1,7.0,6.0,7.0,69.0,48.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3,-1.215,1.0,1.0,0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,1.0,100.0,3.0,4.0,1,0.0,3.0,1.0,3.0,3.0,5.0,4.0,0,1,0,0,0,0,0,0,0,0,6.0,4.0,0.0,100.0,1.0,0,1,0,0,0,0,0,0,0.0,2,1,0,5,2,1,1,1,1,1,3,0.0,4.28398465368331,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11221,1,3.0,5.0,4.0,37.0,32.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,3.0,4.0,1.0,5.0,3.0,1,-0.909,2.0,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,2.0,2.0,2.0,50.0,4.0,1.0,0,0.0,5.0,3.0,4.0,3.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,50.0,2.0,0,0,0,0,0,0,1,0,0.0,1,2,0,5,1,1,0,0,1,0,3,0.0,1.02519171409611,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8121,3,5.0,5.0,5.0,52.0,40.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,1.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2,-1.215,1.0,4.0,0,0.0,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,4.0,4.0,4.0,80.0,3.0,2.0,1,0.0,4.0,3.0,2.0,2.0,2.0,4.0,0,1,0,0,0,0,0,0,0,0,5.0,4.0,0.0,70.0,3.0,0,1,0,0,1,0,0,0,0.0,1,3,1,2,3,1,0,0,0,0,2,0.0,1.04518051687367,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8122,3,7.0,6.0,7.0,69.0,50.0,7.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,6.0,5.0,3.0,2.0,6.0,2.0,3.0,2,0.712,1.0,1.0,0,4.0,1.0,7.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,3.0,4.0,2.0,95.0,3.0,5.0,1,0.0,4.0,3.0,3.0,2.0,3.0,4.0,0,1,0,0,0,0,0,1,0,0,6.0,4.0,1.0,80.0,5.0,1,0,0,0,0,0,0,1,0.0,7,5,0,2,9,1,0,0,0,0,2,0.0,0.49505346992289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12990,2,7.0,7.0,7.0,67.0,79.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,1.0,6.0,5.0,4.0,1,-0.57,1.0,1.0,0,1.0,1.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,3.0,3.0,2.0,0.0,2.0,2.0,0,0.0,1.0,1.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,0.0,76.0,3.0,0,0,0,0,0,0,0,1,0.0,6,2,1,1,2,1,0,0,0,0,1,0.0,0.86699943390379,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10548,3,3.0,2.0,2.0,40.0,38.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,2,-0.188,2.0,6.0,0,4.0,3.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,2.0,2.0,2.0,100.0,4.0,2.0,1,1.0,5.0,2.0,2.0,2.0,2.0,4.0,0,0,0,0,1,0,0,0,0,0,5.0,4.0,0.0,80.0,3.0,0,1,0,0,0,0,0,0,1.0,3,3,1,2,8,1,0,0,0,0,2,0.0,1.30150653538086,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13389,3,4.0,4.0,4.0,51.0,41.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2,-1.215,2.0,5.0,0,4.0,2.0,6.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,2.0,2.0,88.0,2.0,3.0,0,0.0,3.0,2.0,2.0,2.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,5.0,3.0,0.0,50.0,4.0,0,1,0,0,0,0,0,0,1.0,4,4,0,5,6,1,0,0,0,1,4,0.0,1.1633208868472,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10351,3,5.0,5.0,5.0,61.0,54.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3,1.267,1.0,6.0,0,4.0,2.0,6.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3.0,2.0,1.0,100.0,3.0,5.0,0,0.0,3.0,2.0,3.0,3.0,4.0,4.0,0,1,0,0,0,0,1,1,0,0,5.0,3.0,1.0,75.0,5.0,0,0,0,0,0,0,0,1,0.0,6,5,0,1,8,1,0,0,0,0,1,0.0,0.450493754246585,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
