,Train Accuracy,Train F1,Train Precision,Train Recall,Val Accuracy,Val F1,Val Precision,Val Recall,Train Accuracy Stdev,Train Accuracy Median,Train Accuracy Mean,Train F1 Stdev,Train F1 Median,Train F1 Mean,Train Precision Stdev,Train Precision Median,Train Precision Mean,Train Recall Stdev,Train Recall Median,Train Recall Mean,Val Accuracy Stdev,Val Accuracy Median,Val Accuracy Mean,Val F1 Stdev,Val F1 Median,Val F1 Mean,Val Precision Stdev,Val Precision Median,Val Precision Mean,Val Recall Stdev,Val Recall Median,Val Recall Mean
Random Forest 5 FEAT SEL,"[0.976782449725777, 0.9771480804387569, 0.979890310786106, 0.9773308957952468, 0.9802559414990859, 0.9778793418647166, 0.9789762340036563, 0.9793418647166362, 0.9826357155912996, 0.9789800767684153]","[0.977400979043132, 0.9776966746549777, 0.9803411449752742, 0.9779702085820314, 0.9807309950418726, 0.9784416084708408, 0.9794801556900722, 0.9797751059817049, 0.9830355058274854, 0.979455668706188]","[0.9796712197920195, 0.9796487446617527, 0.9820597377339435, 0.9803080360593954, 0.9824647487389718, 0.9804599378430026, 0.9812944455347059, 0.9814772782165682, 0.9844664120869046, 0.9811990296199952]","[0.976782449725777, 0.9771480804387569, 0.979890310786106, 0.9773308957952468, 0.9802559414990859, 0.9778793418647166, 0.9789762340036563, 0.9793418647166362, 0.9826357155912996, 0.9789800767684153]","[0.9029605263157895, 0.8848684210526315, 0.8848684210526315, 0.8782894736842105, 0.8881578947368421, 0.8634868421052632, 0.8881578947368421, 0.8947368421052632, 0.8830313014827018, 0.8846787479406919]","[0.9060543700053882, 0.8897583565094191, 0.8892840846921884, 0.8821899931054861, 0.8919497282608696, 0.8707281832635412, 0.8912158749807922, 0.8967182571190907, 0.8880411590057247, 0.8860555451386987]","[0.9119489799526409, 0.8973366606170599, 0.8954438141316043, 0.8878240007914523, 0.897141555527019, 0.8818071484394551, 0.895283254189931, 0.8991767613536311, 0.896012713739731, 0.8882266894915033]","[0.9029605263157895, 0.8848684210526315, 0.8848684210526315, 0.8782894736842105, 0.8881578947368421, 0.8634868421052632, 0.8881578947368421, 0.8947368421052632, 0.8830313014827018, 0.8846787479406919]",0.001674351345838459,0.9789781553860357,0.9789220911189698,0.0016085363248006124,0.9794679121981301,0.979432804697358,0.0013809663324868204,0.9812467375773506,0.981304959028726,0.001674351345838459,0.9789781553860357,0.9789220911189698,0.009737271285617041,0.8848684210526315,0.8853236365212866,0.008683986901844099,0.8895212206008039,0.88919955520812,0.007664739144933229,0.8957282639356676,0.8950201578234027,0.009737271285617041,0.8848684210526315,0.8853236365212866
Random Forest 6 FEAT SEL,"[0.9989031078610603, 0.9996343692870201, 0.9990859232175503, 0.9987202925045704, 0.9994515539305302, 0.9996343692870201, 0.9990859232175503, 0.9985374771480804, 0.9996344361177115, 0.9996344361177115]","[0.9989035285098278, 0.9996343692870201, 0.999086155104806, 0.9987209106393006, 0.9994517744654815, 0.9996345272265453, 0.9990855249369204, 0.9985374448079712, 0.9996344361177115, 0.9996346454707142]","[0.998905127920248, 0.9996343692870201, 0.9990866817874943, 0.9987233543216344, 0.9994538264971164, 0.9996353807136119, 0.9990889925716132, 0.9985480241878779, 0.9996344361177115, 0.9996354459626903]","[0.9989031078610603, 0.9996343692870201, 0.9990859232175503, 0.9987202925045704, 0.9994515539305302, 0.9996343692870201, 0.9990859232175503, 0.9985374771480804, 0.9996344361177115, 0.9996344361177115]","[0.9539473684210527, 0.96875, 0.9457236842105263, 0.9605263157894737, 0.9588815789473685, 0.9703947368421053, 0.9539473684210527, 0.9605263157894737, 0.9538714991762768, 0.9555189456342669]","[0.9540086287595951, 0.9681230733569339, 0.9451258683861936, 0.9604446911322974, 0.9585874353273629, 0.9702558497788761, 0.9538710614535183, 0.960888066029736, 0.952727546523472, 0.9546585198297569]","[0.9541520959674206, 0.9693313565882723, 0.9474841488048478, 0.9606886253462604, 0.9613914771374137, 0.9711522756236328, 0.956137367557205, 0.961363749149274, 0.9522907213117914, 0.9541750910169308]","[0.9539473684210527, 0.96875, 0.9457236842105263, 0.9605263157894737, 0.9588815789473685, 0.9703947368421053, 0.9539473684210527, 0.9605263157894737, 0.9538714991762768, 0.9555189456342669]",0.0003988694974755189,0.9992687385740402,0.9992321888688804,0.000398816446212761,0.9992689647851438,0.9992323316566297,0.0003966659773258736,0.9992714095343649,0.9992345639367018,0.0003988694974755189,0.9992687385740402,0.9992321888688804,0.006993236403570388,0.9572002622908177,0.9582087813231597,0.0071053520001213965,0.95662297757856,0.9578690740577741,0.0070770224799285575,0.9584129964517327,0.9588166908503049,0.006993236403570388,0.9572002622908177,0.9582087813231597
Random Forest 7 FEAT SEL,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9555921052631579, 0.9671052631578947, 0.9407894736842105, 0.9654605263157895, 0.9572368421052632, 0.9703947368421053, 0.9572368421052632, 0.9638157894736842, 0.9604612850082372, 0.9538714991762768]","[0.955498230249093, 0.966685635393343, 0.9401743296087364, 0.9651105699499466, 0.9571360122138244, 0.9705107634567309, 0.9566699955625069, 0.9638255276052524, 0.9596382126954426, 0.9530464845558815]","[0.9556789961439293, 0.9671998160516431, 0.9418057816631693, 0.9650601617048579, 0.9591953048196565, 0.9710583034257362, 0.9594974790836686, 0.9639162007583061, 0.9591575596133788, 0.9527364368175065]","[0.9555921052631579, 0.9671052631578947, 0.9407894736842105, 0.9654605263157895, 0.9572368421052632, 0.9703947368421053, 0.9572368421052632, 0.9638157894736842, 0.9604612850082372, 0.9538714991762768]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.007987308784398255,0.9588490635567501,0.9591964363131883,0.008144472330257207,0.9583871124546335,0.9588295761290757,0.007854500222475287,0.9593463919516625,0.9595306040081851,0.007987308784398255,0.9588490635567501,0.9591964363131883
Random Forest 8 FEAT SEL,"[0.9994515539305302, 0.9985374771480804, 0.9987202925045704, 0.9987202925045704, 0.9985374771480804, 0.9989031078610603, 0.9990859232175503, 0.9987202925045704, 0.9989033083531347, 0.998354962529702]","[0.9994513229465294, 0.9985356196451977, 0.9987190581632238, 0.998719446071956, 0.998536496515501, 0.9989031078610603, 0.9990853962590096, 0.9987207295818704, 0.9989029798350422, 0.9983546694917849]","[0.9994514741513327, 0.9985361349933781, 0.9987191578339341, 0.9987244617781996, 0.9985382995659483, 0.9989031078610603, 0.9990852512920556, 0.9987238077890139, 0.9989033461796579, 0.998358228464109]","[0.9994515539305302, 0.9985374771480804, 0.9987202925045704, 0.9987202925045704, 0.9985374771480804, 0.9989031078610603, 0.9990859232175503, 0.9987202925045704, 0.9989033083531347, 0.998354962529702]","[0.9506578947368421, 0.9654605263157895, 0.9506578947368421, 0.962171052631579, 0.9572368421052632, 0.9720394736842105, 0.9572368421052632, 0.9654605263157895, 0.9637561779242174, 0.9555189456342669]","[0.9508551114903344, 0.9645893738563998, 0.9495893990294887, 0.9621201188455009, 0.9572506567861773, 0.9718851764277583, 0.9570975267751373, 0.9655978118848642, 0.963017590045166, 0.9544561724241367]","[0.9521778178601454, 0.9662407022317772, 0.9525233236693429, 0.9625759109311742, 0.9588828871781753, 0.9738524960600723, 0.9591157430190284, 0.965993631255801, 0.9626258679459895, 0.9538391282985058]","[0.9506578947368421, 0.9654605263157895, 0.9506578947368421, 0.962171052631579, 0.9572368421052632, 0.9720394736842105, 0.9572368421052632, 0.9654605263157895, 0.9637561779242174, 0.9555189456342669]",0.000297002792570499,0.9987202925045704,0.9987934687701848,0.00029721654556505824,0.9987200878269131,0.9987928826371176,0.0002963270800345811,0.9987241347836068,0.998794326990869,0.000297002792570499,0.9987202925045704,0.9987934687701848,0.006582567191668903,0.959703947368421,0.9600196176190063,0.006668800280670341,0.9596853878158391,0.9596458937564964,0.006566875602461038,0.9608458269751012,0.9607827508450013,0.006582567191668903,0.959703947368421,0.9600196176190063
Random Forest 9 FEAT SEL,"[0.9996343692870201, 0.9981718464351006, 0.9992687385740402, 0.9994515539305302, 1.0, 0.9994515539305302, 0.9987202925045704, 0.9994515539305302, 0.9998172180588558, 0.9996344361177115]","[0.9996344426660931, 0.9981753486676533, 0.9992689774156012, 0.9994520246328329, 1.0, 0.9994514907604184, 0.9987216983885875, 0.9994517328392051, 0.9998172704421365, 0.9996346454707142]","[0.9996347059635513, 0.9981845735479317, 0.9992712497227952, 0.9994538233625417, 1.0, 0.9994517224230837, 0.9987247494866679, 0.9994520596438261, 0.9998174708692861, 0.9996354459626903]","[0.9996343692870201, 0.9981718464351006, 0.9992687385740402, 0.9994515539305302, 1.0, 0.9994515539305302, 0.9987202925045704, 0.9994515539305302, 0.9998172180588558, 0.9996344361177115]","[0.944078947368421, 0.9605263157894737, 0.9539473684210527, 0.944078947368421, 0.9490131578947368, 0.9638157894736842, 0.9490131578947368, 0.9638157894736842, 0.957166392092257, 0.943986820428336]","[0.9442575254578687, 0.9601958237388895, 0.9539524879588471, 0.9442258363348752, 0.9494423015729201, 0.96360745637372, 0.9487839097287222, 0.9641282712090821, 0.956652370063076, 0.9434176379152749]","[0.9450106256264997, 0.9603890573454194, 0.9540357951329937, 0.9446007388583033, 0.9499388522593568, 0.9635984232805939, 0.9494909400313838, 0.9646040275797251, 0.9563105446698414, 0.9438151225368301]","[0.944078947368421, 0.9605263157894737, 0.9539473684210527, 0.944078947368421, 0.9490131578947368, 0.9638157894736842, 0.9490131578947368, 0.9638157894736842, 0.957166392092257, 0.943986820428336]",0.0005122159100838722,0.9994515539305302,0.9993601562768889,0.0005112539670722623,0.9994518787360189,0.9993607631283241,0.0005088108535438469,0.9994529415031839,0.9993625800982375,0.0005122159100838722,0.9994515539305302,0.9993601562768889,0.0076225382216979195,0.9514802631578947,0.9529442686204803,0.007601815486950511,0.9516973947658836,0.9528663620353275,0.0074411872763485605,0.9519873236961753,0.9531794127320946,0.0076225382216979195,0.9514802631578947,0.9529442686204803
Random Forest 10 FEAT SEL,"[0.9764168190127971, 0.9756855575868373, 0.9747714808043876, 0.9753199268738574, 0.9749542961608775, 0.973308957952468, 0.9764168190127971, 0.9751371115173675, 0.9780661670626942, 0.9747760921220984]","[0.9766212209038793, 0.9759448495877365, 0.9750786999785899, 0.9756002215073367, 0.9751909939404781, 0.9736119492692085, 0.976633684550799, 0.9753943303496625, 0.9782856709963639, 0.9750727989953183]","[0.9770647007750355, 0.9763882543695567, 0.9755749175881996, 0.9760957209402318, 0.9756593867628813, 0.974239529081571, 0.9770643872343505, 0.9759657643852003, 0.978655001425372, 0.9756427858794562]","[0.9764168190127971, 0.9756855575868373, 0.9747714808043876, 0.9753199268738574, 0.9749542961608775, 0.973308957952468, 0.9764168190127971, 0.9751371115173675, 0.9780661670626942, 0.9747760921220984]","[0.9555921052631579, 0.9703947368421053, 0.9391447368421053, 0.962171052631579, 0.9490131578947368, 0.9638157894736842, 0.9523026315789473, 0.962171052631579, 0.9637561779242174, 0.957166392092257]","[0.9564833869732052, 0.9708499624388349, 0.9402045904571814, 0.9627775934529165, 0.95024222119776, 0.9642803771020292, 0.9530370478805218, 0.9626752621147415, 0.9637561779242174, 0.9578206560205237]","[0.9581389418506558, 0.9719412804399057, 0.9425848883607448, 0.9636274077856195, 0.9530907346491228, 0.9651936587729393, 0.9549193505897042, 0.9634090629156419, 0.9637561779242174, 0.9591387109378959]","[0.9555921052631579, 0.9703947368421053, 0.9391447368421053, 0.962171052631579, 0.9490131578947368, 0.9638157894736842, 0.9523026315789473, 0.962171052631579, 0.9637561779242174, 0.957166392092257]",0.0012089648533765106,0.9752285191956125,0.9754853228106182,0.0011810595267920832,0.9754972759284997,0.9757434420079372,0.0011156938627521075,0.976030742662716,0.9762350448441856,0.0012089648533765106,0.9752285191956125,0.9754853228106182,0.008535918060131825,0.959668722361918,0.957552783317437,0.00828101507212148,0.9602479590676326,0.958212727556193,0.007666391168958303,0.961273886926769,0.9595800214226446,0.008535918060131825,0.959668722361918,0.957552783317437
Random Forest 11 FEAT SEL,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8865131578947368, 0.9013157894736842, 0.8832236842105263, 0.8832236842105263, 0.8881578947368421, 0.8848684210526315, 0.8865131578947368, 0.8947368421052632, 0.9060955518945635, 0.8912685337726524]","[0.8686344800216581, 0.8846216841631996, 0.8614166221485423, 0.8594549786785706, 0.8689724433355861, 0.864266280585159, 0.8655941731243326, 0.8775945841887234, 0.8927033639611247, 0.874008634146226]","[0.8744463716132411, 0.8970689520074867, 0.8681073705060615, 0.8788726370582326, 0.8791696787912608, 0.8713087053467738, 0.8721731085526315, 0.8836789513181224, 0.9047836963817194, 0.880857313758096]","[0.8865131578947368, 0.9013157894736842, 0.8832236842105263, 0.8832236842105263, 0.8881578947368421, 0.8848684210526315, 0.8865131578947368, 0.8947368421052632, 0.9060955518945635, 0.8912685337726524]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.007440023389437822,0.8873355263157895,0.8905916717246164,0.010066015513544163,0.8688034616786221,0.8717267244353122,0.011045051727640757,0.8790211579247467,0.8810466785333627,0.007440023389437822,0.8873355263157895,0.8905916717246164
Random Forest 12 FEAT SEL,"[0.9939670932358318, 0.9884826325411334, 0.9886654478976235, 0.989762340036563, 0.9890310786106032, 0.9881170018281535, 0.9886654478976235, 0.9895795246800732, 0.9886675196490586, 0.9888503015902029]","[0.9939837394300871, 0.9885700123478559, 0.9887557038021981, 0.9898387035544732, 0.9891231618771502, 0.9882040745608635, 0.9887527693467906, 0.9896589166887362, 0.9887727039594244, 0.988920990120799]","[0.9940088110227642, 0.9887226364750329, 0.9889309083698645, 0.9899955000930423, 0.9893123217556857, 0.9883530811464233, 0.9889143708152901, 0.9898149640197329, 0.989016602405801, 0.9890405162975335]","[0.9939670932358318, 0.9884826325411334, 0.9886654478976235, 0.989762340036563, 0.9890310786106032, 0.9881170018281535, 0.9886654478976235, 0.9895795246800732, 0.9886675196490586, 0.9888503015902029]","[0.9539473684210527, 0.96875, 0.9407894736842105, 0.962171052631579, 0.9490131578947368, 0.9736842105263158, 0.9523026315789473, 0.9605263157894737, 0.9654036243822076, 0.9472817133443163]","[0.9547571772514939, 0.9692251301461174, 0.9417395501503941, 0.9626201767455261, 0.9500319802036049, 0.9739324055240355, 0.9529191069871418, 0.960975018190638, 0.9651575410350233, 0.9477617126938321]","[0.9561776698800292, 0.9704976094368462, 0.9442814344212934, 0.9633043583487005, 0.9521968856707818, 0.9748899470521624, 0.9549859033882612, 0.9616254667237957, 0.9652591361853945, 0.9486425619701103]","[0.9539473684210527, 0.96875, 0.9407894736842105, 0.962171052631579, 0.9490131578947368, 0.9736842105263158, 0.9523026315789473, 0.9605263157894737, 0.9654036243822076, 0.9472817133443163]",0.0015987170423792565,0.9887589106196308,0.9893788387966866,0.0015776301272518258,0.9888468470401117,0.9894580775688379,0.001536799229437975,0.9890285593516672,0.989610971240117,0.0015987170423792565,0.9887589106196308,0.9893788387966866,0.009884955068448437,0.9572368421052632,0.957386954825284,0.009644896299010589,0.957866097721066,0.9579119798927808,0.009182646997630805,0.9589015683019124,0.9591860973077375,0.009884955068448437,0.9572368421052632,0.957386954825284
Random Forest 13 FEAT SEL,"[0.9822669104204753, 0.9780621572212066, 0.9804387568555759, 0.9782449725776965, 0.9789762340036563, 0.976782449725777, 0.9806215722120658, 0.9780621572212066, 0.9789800767684153, 0.9786145128861269]","[0.9824467245349812, 0.9783700290199571, 0.9806960550927786, 0.9785528043322765, 0.9792222364941036, 0.9771213322473578, 0.9808551980170052, 0.9783448893128205, 0.9792752758395371, 0.9789123426247254]","[0.9827673664890881, 0.9789206898739365, 0.9811805064528896, 0.9791206988073216, 0.9796616137969115, 0.9777438404225547, 0.9812811249498519, 0.9788530256304324, 0.9798237966178059, 0.9794632684792852]","[0.9822669104204753, 0.9780621572212066, 0.9804387568555759, 0.9782449725776965, 0.9789762340036563, 0.976782449725777, 0.9806215722120658, 0.9780621572212066, 0.9789800767684153, 0.9786145128861269]","[0.9539473684210527, 0.9671052631578947, 0.9424342105263158, 0.962171052631579, 0.9473684210526315, 0.9671052631578947, 0.9539473684210527, 0.9555921052631579, 0.9604612850082372, 0.9522240527182867]","[0.9548582165855976, 0.9675994628691393, 0.9434799624276298, 0.9627395100654864, 0.9486196852969512, 0.9674970942310861, 0.9545933541845651, 0.9561924455262971, 0.9605708345866889, 0.9529997508563919]","[0.9563657921915579, 0.9693102949681898, 0.9466693861043707, 0.9636585393164341, 0.9517231092513666, 0.9687437175827269, 0.9566527472499899, 0.9572184204467596, 0.9606937450006033, 0.9540502395888981]","[0.9539473684210527, 0.9671052631578947, 0.9424342105263158, 0.962171052631579, 0.9473684210526315, 0.9671052631578947, 0.9539473684210527, 0.9555921052631579, 0.9604612850082372, 0.9522240527182867]",0.001505266398275136,0.9787953734448915,0.9791049799892202,0.0014644076174446295,0.9790672895594145,0.9793796887515545,0.0013903421467228241,0.9795624411380983,0.9798815931520078,0.001505266398275136,0.9787953734448915,0.9791049799892202,0.007651594503918978,0.9547697368421053,0.9562356390358102,0.0074041383554027266,0.9555253310559473,0.9569150316629834,0.006844838973193178,0.9569355838483748,0.9585085991700897,0.007651594503918978,0.9547697368421053,0.9562356390358102
Random Forest 14 FEAT SEL,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9523026315789473, 0.9638157894736842, 0.9473684210526315, 0.9703947368421053, 0.9588815789473685, 0.9720394736842105, 0.9555921052631579, 0.9588815789473685, 0.957166392092257, 0.9588138385502472]","[0.9524809974339172, 0.962977444996556, 0.9473342242408486, 0.9703335183492229, 0.9587623299013607, 0.9717732498268083, 0.9550122698211454, 0.9590932968365237, 0.9561619309968517, 0.9581920797178529]","[0.9527824745821232, 0.9642046364307513, 0.9493599997369543, 0.9706111495844876, 0.9602402745995423, 0.972743815534969, 0.9571066514579446, 0.9596577587664175, 0.955610855805081, 0.9580846564786291]","[0.9523026315789473, 0.9638157894736842, 0.9473684210526315, 0.9703947368421053, 0.9588815789473685, 0.9720394736842105, 0.9555921052631579, 0.9588815789473685, 0.957166392092257, 0.9588138385502472]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.007179718254412522,0.9588477087488079,0.9595256546431978,0.007143086738200546,0.9584772048096069,0.9592121342121086,0.006996040652459206,0.9588712076225232,0.9600402272976899,0.007179718254412522,0.9588477087488079,0.9595256546431978
Random Forest 15 FEAT SEL,"[0.9998171846435101, 0.9992687385740402, 0.9998171846435101, 0.9998171846435101, 1.0, 0.9998171846435101, 0.9996343692870201, 0.9998171846435101, 0.9998172180588558, 1.0]","[0.9998172370337838, 0.9992695746594318, 0.9998172055446337, 0.9998171634991306, 1.0, 0.9998172371240429, 0.9996345786782956, 0.9998172370363673, 0.9998171969183411, 1.0]","[0.999817437500158, 0.999272767562613, 0.9998175213200413, 0.999817437500158, 1.0, 0.9998174378503749, 0.999635379316614, 0.999817437500158, 0.9998174708692861, 1.0]","[0.9998171846435101, 0.9992687385740402, 0.9998171846435101, 0.9998171846435101, 1.0, 0.9998171846435101, 0.9996343692870201, 0.9998171846435101, 0.9998172180588558, 1.0]","[0.9457236842105263, 0.9572368421052632, 0.9358552631578947, 0.9588815789473685, 0.9539473684210527, 0.9720394736842105, 0.9490131578947368, 0.962171052631579, 0.9588138385502472, 0.9390444810543658]","[0.9458575560235644, 0.9569607570478894, 0.9358404074702886, 0.9591107275903695, 0.9540490432244885, 0.9720545862500305, 0.9495506051243116, 0.9622841267155027, 0.9583307668775668, 0.9389390098597947]","[0.9463730197928378, 0.9569357407658974, 0.936268556005398, 0.9593670382800762, 0.9545562263295774, 0.9720907031924073, 0.9502205804895256, 0.9624076583925241, 0.9579683538140071, 0.9394567568082444]","[0.9457236842105263, 0.9572368421052632, 0.9358552631578947, 0.9588815789473685, 0.9539473684210527, 0.9720394736842105, 0.9490131578947368, 0.962171052631579, 0.9588138385502472, 0.9390444810543658]",0.0001968987855562964,0.9998171846435101,0.9997806249137466,0.00019666841479986012,0.9998172212892087,0.9997807430494026,0.00019580640471777438,0.9998174376752664,0.9997812889419404,0.0001968987855562964,0.9998171846435101,0.9997806249137466,0.010443402091760126,0.955592105263158,0.9532726740657245,0.010421169367305682,0.9555049001361889,0.9532977586183806,0.01023675290939963,0.9557459835477373,0.9535644633870495,0.010443402091760126,0.955592105263158,0.9532726740657245
Random Forest 16 FEAT SEL,"[0.9848263254113345, 0.9815356489945155, 0.9819012797074954, 0.9815356489945155, 0.9828153564899451, 0.9809872029250457, 0.983180987202925, 0.9795246800731261, 0.9826357155912996, 0.9830012794735881]","[0.9848728242469422, 0.9816118777129532, 0.9819978911008248, 0.9815967180141594, 0.9828850291856978, 0.9810753498397297, 0.9832410040120779, 0.9796166753823272, 0.9827033305020666, 0.9830836968200607]","[0.9850073904180683, 0.9817568525377544, 0.9821429040302827, 0.981744729421073, 0.9830463035221784, 0.9812889996527382, 0.9833947337078311, 0.979969032448265, 0.9828632070811659, 0.9832649108563573]","[0.9848263254113345, 0.9815356489945155, 0.9819012797074954, 0.9815356489945155, 0.9828153564899451, 0.9809872029250457, 0.983180987202925, 0.9795246800731261, 0.9826357155912996, 0.9830012794735881]","[0.9539473684210527, 0.9720394736842105, 0.944078947368421, 0.962171052631579, 0.9539473684210527, 0.9703947368421053, 0.9555921052631579, 0.9605263157894737, 0.9588138385502472, 0.9522240527182867]","[0.9546454376041638, 0.9720765330181623, 0.9447566250421, 0.9625611645044782, 0.9540393695054842, 0.9705509334415584, 0.9557450242634048, 0.9608783900656805, 0.9582933767656161, 0.9523765345784101]","[0.9564691762458045, 0.9729140046323612, 0.9463919726118406, 0.9630912470352125, 0.9559352906238302, 0.9720089910513593, 0.9583103406622988, 0.9615469968911154, 0.9580425530987687, 0.9526513751802945]","[0.9539473684210527, 0.9720394736842105, 0.944078947368421, 0.962171052631579, 0.9539473684210527, 0.9703947368421053, 0.9555921052631579, 0.9605263157894737, 0.9588138385502472, 0.9522240527182867]",0.001366394566833788,0.9822684976493975,0.9821944124863791,0.0013554871672806573,0.9823506108014457,0.982268439681684,0.001311427127602109,0.9825030555557244,0.9824479063675714,0.001366394566833788,0.9822684976493975,0.9821944124863791,0.007997413749423182,0.9572029719067026,0.9583735259689586,0.007876397790250074,0.9570192005145104,0.9585923388789059,0.007727200524085086,0.9581764468805338,0.9597361948032888,0.007997413749423182,0.9572029719067026,0.9583735259689586
Random Forest 17 FEAT SEL,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9013157894736842, 0.9013157894736842, 0.8930921052631579, 0.8881578947368421, 0.8832236842105263, 0.9013157894736842, 0.8980263157894737, 0.899671052631579, 0.899505766062603, 0.8896210873146623]","[0.8915048742213991, 0.8882405393649413, 0.8803244328089217, 0.8687807744419235, 0.8654767311829668, 0.888980626127626, 0.8843455505731693, 0.8880118476133929, 0.8864268356817389, 0.8720733675672477]","[0.8911913516229033, 0.8956120992898386, 0.8819143475488385, 0.8752070436620645, 0.8677742413492466, 0.8915696174581934, 0.8883671928520134, 0.8886285668040488, 0.8900086887877078, 0.8786153652535892]","[0.9013157894736842, 0.9013157894736842, 0.8930921052631579, 0.8881578947368421, 0.8832236842105263, 0.9013157894736842, 0.8980263157894737, 0.899671052631579, 0.899505766062603, 0.8896210873146623]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.006215016728920422,0.8987660409260383,0.8955245274429897,0.008859823629717175,0.885386193127454,0.8814165579583328,0.008285474245817548,0.8884978798280311,0.8848888514628446,0.006215016728920422,0.8987660409260383,0.8955245274429897
Random Forest 18 FEAT SEL,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9523026315789473, 0.96875, 0.9457236842105263, 0.9638157894736842, 0.9588815789473685, 0.9703947368421053, 0.9555921052631579, 0.962171052631579, 0.9604612850082372, 0.9505766062602965]","[0.9523409233915369, 0.9683070250473315, 0.944986839531508, 0.9637232815288843, 0.9590326263164503, 0.9705611733331809, 0.9553812117719237, 0.9622864386807474, 0.959616268686678, 0.9497482930637374]","[0.9525612839168308, 0.9691056350905236, 0.9468141072330984, 0.9639618680747922, 0.9604706142345933, 0.9712847918917528, 0.9575149377065852, 0.9624571183645356, 0.9592060174256299, 0.9492109999753385]","[0.9523026315789473, 0.96875, 0.9457236842105263, 0.9638157894736842, 0.9588815789473685, 0.9703947368421053, 0.9555921052631579, 0.962171052631579, 0.9604612850082372, 0.9505766062602965]",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.007508694231082429,0.9596714319778028,0.9588669470215903,0.007691302100776659,0.9593244475015641,0.9585984081351979,0.007610062105124441,0.9598383158301116,0.9592587373913682,0.007508694231082429,0.9596714319778028,0.9588669470215903
